,G,RES,SA
0,0.407248075294,NTR,-0.107228484615
1,0.187435847536,NTR,-0.231625790909
2,0.426629752754,NTR,-0.158546835714
3,-0.899101220651,NEG,-0.398661732143
4,-0.874373776787,NTR,0.43900325
5,-0.296834600403,NTR,0.234892907778
6,0.756737832999,POS,0.155515193333
7,-0.951568608728,POS,-0.385855346875
8,0.491137270829,NTR,0.011358135
9,-0.21047788268,NTR,0.132173536667
10,0.996332187113,NEG,-0.130790927273
11,0.080762179902,NTR,0.0141182
12,0.080762179902,NTR,0.0141182
13,0.18544731987,POS,-0.145043853333
14,-0.294105446072,POS,-0.20845149375
15,-0.957077079755,POS,-0.4236107
16,0.987418770743,NEG,-0.126367055882
17,0.307723982216,NTR,0.142308
18,0.201276827201,POS,-0.0303550769231
19,0.606699131795,NTR,0.21305805
20,-0.404055857614,NTR,-0.221354213125
21,0.307603691893,NTR,-0.545838
22,0.362577497682,NTR,-0.79788895
23,0.306165779418,POS,0.05725834375
24,0.744051573277,POS,-0.0228355285714
25,0.0439786067886,NTR,0.0732147558824
26,0.757789594614,NTR,-0.0632338292857
27,0.206251527753,POS,-0.1089368125
28,0.7018811394,POS,-0.144706557692
29,0.249788676256,NTR,-0.08908695
30,-0.819226246181,NEG,-0.6752913
31,-0.0564141642183,NTR,-0.08288775
32,0.773998073323,NTR,-0.429466832143
33,-0.970700244316,NEG,-0.3785874
34,0.415907147565,NTR,-0.0448996
35,-0.0128538374758,NTR,-0.15476975
36,-0.11907710575,NTR,-0.114476353571
37,0.127873719634,NTR,-0.0272758233333
38,0.0321846844068,NTR,-0.000404782142857
39,0.491129842136,NTR,-0.4306005
40,-0.329901287554,NTR,-0.21480325
41,0.107181128329,NTR,-0.0611373961538
42,-0.98075965949,NEG,-0.130113539286
43,-0.44793223805,NTR,0.0493868229167
44,-0.757412414576,POS,-0.0944891666667
45,0.0267586455991,NTR,-0.0995416666667
46,-0.21047788268,NTR,0.132173536667
47,-0.274986548701,NTR,-0.391655025
48,-0.74932560743,NTR,-0.285504
49,0.153623041497,NTR,0.0420928208333
50,0.183373476055,NTR,0.002722775
51,-0.957077079755,POS,-0.4236107
52,0.397481708053,NTR,0.015092965625
53,-0.383756364226,NTR,-0.06415895
54,-0.154432735599,NTR,-0.44105575
55,0.589986106197,NTR,-0.336817598844
56,0.903039716718,NEG,0.056448875
57,-0.329901287554,NTR,-0.21480325
58,0.706532809116,POS,-0.1002911125
59,0.7018811394,POS,-0.144706557692
60,-0.982035259546,POS,-0.69273185
61,0.124771579678,NTR,-0.155439997917
62,-0.383756364226,NTR,-0.0641588785714
63,0.0658026795483,NTR,0.0632685
64,0.975181542722,POS,-0.124891488462
65,-0.296834600403,NTR,0.234892908333
66,0.991069541025,POS,-0.155834694118
67,-0.979881276442,POS,-0.123345
68,-0.334717394149,NTR,0.3307445
69,0.0918827679279,NTR,-0.320068266667
70,0.449165635491,NEG,-0.68490575
71,0.996332187113,NEG,-0.130790927273
72,0.187435847536,NTR,-0.231625790909
73,0.998919269207,POS,-0.209591329545
74,0.999087153586,NEG,0.0381702
75,0.79656807993,NTR,-0.389786
76,0.999888718588,POS,-0.321744633333
77,-0.92266017155,NEG,-0.229355415625
78,0.508825782027,NTR,-0.025623633
79,0.485265619536,NTR,-0.177925896875
80,0.0879567342119,NTR,-0.210023245
81,-0.31152512564,POS,-0.175345333333
82,-0.98075965949,NEG,-0.130113535714
83,-0.712411160963,NEG,0.0886331366667
84,-0.47814030539,POS,-0.280531496667
85,0.92116362909,POS,0.02284165
86,0.996032178207,POS,-0.19242292
87,0.70530703465,NTR,0.0889348307692
88,0.370110427755,POS,0.1064142
89,0.127873719634,NTR,-0.0272757566667
90,0.0861092969766,NTR,-0.110578222222
91,0.744051573277,POS,-0.0228355285714
92,0.0720163690003,NEG,-0.0898774103571
93,0.760307747895,POS,-0.0470528423333
94,-0.394912539423,NTR,0.0570126666667
95,-0.607055180932,NTR,-0.424377
96,0.991069541025,POS,-0.155834694118
97,0.927945984512,POS,-0.553661089412
98,0.138793438819,NTR,-0.47759525
99,0.18544731987,POS,-0.145043853333
100,-0.812341964777,POS,-0.0292561473684
101,-0.658285418735,NTR,-0.456815853571
102,0.975940867889,NEG,0.100718025
103,-0.394435518608,NTR,0.175577325
104,0.996032178207,POS,-0.192422916667
105,0.0321846844068,NTR,-0.000404782142857
106,0.0439786067886,NTR,0.0732147558824
107,0.370110427755,POS,0.1064142
108,0.888151065557,POS,-0.083151171875
109,-0.329901287554,NTR,-0.21480325
110,-0.756114952604,NEG,-0.032704825
111,-0.874086295159,POS,-0.131821303571
112,-0.620204321861,POS,-0.193314073529
113,-0.488097241343,NTR,-0.211991633636
114,-0.190533693657,NTR,0.19336453
115,-0.334717394149,NTR,0.3307445
116,0.426629752754,NTR,-0.158546839286
117,0.760307747895,POS,-0.047052843
118,0.104328085155,NTR,0.102715666667
119,-0.294105446072,POS,-0.20845149375
120,-0.524786735981,NTR,-0.49051905
121,0.905563392245,NEG,-0.140593
122,-0.190533693657,NTR,0.193364496667
123,0.0439786067886,NTR,0.0732146970588
124,0.999874994883,POS,-0.159065153846
125,0.658362287464,NEG,-0.228943157143
126,0.0439786067886,NTR,0.0732146970588
127,-0.394912539423,NTR,0.0570126666667
128,0.903039716718,NEG,0.056448875
129,-0.883824885188,NEG,-0.452158
130,0.975181542722,POS,-0.124891488462
131,0.93502507425,NEG,-0.192524453846
132,-0.0313603426365,NTR,-0.0311522272727
133,0.706532809116,POS,-0.1002911125
134,0.92116362909,POS,0.02284165
135,-0.99951380333,NEG,-0.168438811538
136,-0.620204321861,POS,-0.193314073529
137,-0.967278795353,NTR,-0.557149123333
138,0.0879567342119,NTR,-0.210023245
139,0.00280698563472,NTR,0.0260220909091
140,-0.87807107793,NEG,-0.257182970588
141,-0.21047788268,NTR,0.132173536667
142,-0.635707658145,NTR,-0.776542
143,-0.800495505077,POS,-0.013712435
144,0.999874994883,POS,-0.159065153846
145,0.307603691893,NTR,-0.545838
146,0.142204465929,NTR,0.0647569708333
147,0.18544731987,POS,-0.145043853333
148,-0.851377668051,NEG,-0.335578696154
149,0.658362287464,NEG,-0.22894315
150,-0.694336645962,NEG,-0.030480534375
151,0.96582783637,NEG,-0.210476307692
152,-0.874373776787,NTR,0.43900325
153,-0.400280763183,NEG,-0.1480882
154,0.485265619536,NTR,-0.17792589375
155,0.632190131559,NTR,-0.243010066667
156,0.790012799128,POS,-0.577625
157,0.803598666393,NTR,-0.319217666667
158,0.987418770743,NEG,-0.126367055882
159,-0.951568608728,POS,-0.385855346875
160,0.080762179902,NTR,0.0141182
161,-0.98075965949,NEG,-0.130113539286
162,0.910259544894,POS,0.508049
163,-0.294105446072,POS,-0.20845149375
164,-0.999218185263,NEG,-0.42457725
165,0.496676000739,POS,-0.334831666667
166,-0.285235465429,NTR,-0.221943268182
167,0.0918827679279,NTR,-0.320068266667
168,0.0879567342119,NTR,-0.210023345
169,0.365469925241,NTR,-0.0607735642857
170,0.324386084883,NTR,0.148467954167
171,0.768507844019,NTR,-0.143298
172,-0.929341207583,POS,-0.191796552857
173,0.140075706779,NTR,-0.273975465385
174,0.999087153586,NEG,0.0381702
175,-0.999218185263,NEG,-0.42457725
176,0.997274385336,POS,-0.253063932353
177,-0.394435518608,NTR,0.175577325
178,-0.658285418735,NTR,-0.456815853571
179,-0.488097241343,NTR,-0.211991633636
180,-0.285235465429,NTR,-0.221943268182
