,G,MLP,RES,SA,date
309,-0.8838248851875545,0.0,NEG,-0.45215800000000006,2018-01-06 23:00:00
310,-0.6681364411054588,0.0,POS,-0.6480035500000001,2017-11-11 23:00:00
311,0.30616577941803613,0.8816865086555481,POS,0.05725834375,2017-07-20 23:00:00
312,0.35228274740605453,0.0,NTR,-0.030946405,2017-07-12 23:00:00
313,-0.9515686087281656,0.0,POS,-0.385855440625,2018-02-16 23:00:00
314,0.7577895946137368,0.0,NTR,-0.06323383142857143,2017-11-24 23:00:00
315,0.1833734760545946,0.0,NTR,0.002722775000000003,2017-08-31 23:00:00
316,0.8236884318047222,0.0,POS,-0.22657722142857145,2017-11-16 23:00:00
317,-0.013560007959000869,0.9050565958023071,POS,-0.1207518076923077,2018-02-21 23:00:00
318,-0.9570770797547989,0.0,POS,-0.4236107,2017-12-09 23:00:00
319,-0.15443273559873225,0.0,NTR,-0.4410557500000001,2017-07-26 23:00:00
320,0.7065328091160772,0.0,POS,-0.100291109375,2018-02-15 23:00:00
321,-0.9981272584769729,1.0,NEG,-0.14672813846153843,2018-01-11 23:00:00
322,0.440519754738427,0.0,NTR,0.24916573636363637,2017-08-17 23:00:00
323,0.9211636290900144,0.0,POS,0.02284164999999999,2017-11-03 23:00:00
324,0.9211636290900144,0.0,POS,0.02284164999999999,2017-11-03 23:00:00
325,0.3594856615734982,0.13878858089447021,NTR,-0.10070838000000001,2017-11-21 23:00:00
326,-0.25118079812671446,0.0,NTR,-0.04229368333333335,2017-10-04 23:00:00
327,0.20625152775294353,0.89061039686203,POS,-0.10893687500000003,2018-01-03 23:00:00
328,0.4266297527536066,1.0,NTR,-0.1585468357142857,2017-09-12 23:00:00
329,-0.09868890982643541,0.0,POS,-0.243092125,2018-01-01 23:00:00
330,-0.9992181852626774,0.0,NEG,-0.42457729166666663,2017-12-22 23:00:00
331,-0.922660171549652,0.0,NEG,-0.22935541562499998,2018-03-09 23:00:00
332,0.9658278363699436,0.8385111689567566,NEG,-0.21047630769230766,2018-01-19 23:00:00
333,0.7577895946137368,0.0,NTR,-0.063233835,2017-11-24 23:00:00
334,0.9963321871132321,0.0,NEG,-0.13079101818181818,2017-12-18 23:00:00
335,-0.9981272584769729,1.0,NEG,-0.14672813846153843,2018-01-11 23:00:00
336,0.474502878790201,0.0,POS,-0.09491463181818176,2017-12-05 23:00:00
337,-0.2968346004025632,0.4895646572113037,NTR,0.23489290777777777,2017-11-23 23:00:00
338,0.796568079929652,0.8506684303283691,NTR,-0.389786,2017-11-18 23:00:00
339,0.3105068952240469,0.0,NTR,0.12458282083333333,2017-09-07 23:00:00
340,-0.5247867359813235,0.0117470882833004,NTR,-0.4905189999999999,2017-07-23 23:00:00
341,0.9972743853358756,0.0,POS,-0.25306393235294117,2017-11-29 23:00:00
342,0.8035178972523924,0.0,POS,-0.21631615312499997,2017-12-12 23:00:00
343,0.9751815427216611,0.2176802009344101,POS,-0.12489148846153848,2017-11-13 23:00:00
344,-0.8090152020521973,0.269700825214386,NTR,-0.42576742857142863,2017-08-15 23:00:00
345,0.002806985634719687,0.0,NTR,0.026022090909090908,2017-08-16 23:00:00
346,-0.999998188371683,0.0,POS,-0.08772979999999997,2017-12-08 23:00:00
347,0.16205237576450304,0.0,NTR,-0.12382074541666667,2017-08-22 23:00:00
348,-0.7819710582517618,0.0,POS,-0.01728917083333333,2017-12-31 23:00:00
349,0.9998887185880153,0.983468770980835,POS,-0.32174463333333336,2017-12-26 23:00:00
350,0.951176974663637,0.8803365230560303,POS,0.0311943,2018-02-17 23:00:00
351,0.9053356081158516,0.5082331895828247,NTR,-0.014688379166666677,2017-10-12 23:00:00
352,0.2657968343476239,0.0,NTR,-0.12114244444444447,2017-08-24 23:00:00
353,-0.06534869613755698,0.0,NTR,-0.12528823333333336,2017-08-21 23:00:00
354,0.24978867625608986,0.0,NTR,-0.08908695000000001,2017-10-11 23:00:00
355,-0.7819710582517618,0.0,POS,-0.017289129166666656,2017-12-31 23:00:00
356,0.2726565303533648,0.9332864284515381,NTR,-0.173444023,2017-08-18 23:00:00
357,-0.7124111609625982,0.0,NEG,0.08863313666666667,2018-01-25 23:00:00
358,-0.2749865487013602,0.0,NTR,-0.391655025,2017-08-06 23:00:00
359,0.188238654078594,0.0,POS,-0.01598785,2017-10-30 23:00:00
360,0.026758645599089557,0.0,NTR,-0.09954166666666665,2017-07-11 23:00:00
