,G,RES,SA
0,0.0658026795483,NTR,0.0632685
1,-0.800495505077,POS,-0.0137124316667
2,0.311123477337,NTR,-0.073805105
3,-0.188598823399,NTR,-0.48508675
4,0.489716031663,NTR,-0.0640095142857
5,-0.0313603426365,NTR,-0.0311522272727
6,-0.855328453786,POS,0.0598173
7,-0.188755285653,POS,0.0030470405
8,0.201276827201,POS,-0.0303550769231
9,-0.151478338349,NTR,0.121352825
10,-0.994002919059,NEG,-0.183311226667
11,0.127873719634,NTR,-0.0272757566667
12,-0.154432735599,NTR,-0.44105575
13,-0.0564141642183,NTR,-0.08288775
14,-0.974169778518,POS,-0.405651482143
15,0.443744575692,NEG,-0.168681004167
16,0.993370428249,NEG,-0.128901705882
17,0.307723982216,NTR,0.142308
18,-0.127872343902,NTR,0.0541009
19,0.118285616203,POS,-0.29427275
20,-0.711945238958,NTR,0.252145875
21,0.7018811394,POS,-0.144706557692
22,0.370110427755,POS,0.1064142
23,0.744051573277,POS,-0.0228355285714
24,0.265796834348,NTR,-0.121142444444
25,0.187435847536,NTR,-0.231625790909
26,0.79656807993,NTR,-0.389786
27,-0.488097241343,NTR,-0.211991633182
28,-0.999942401365,NEG,-0.313556617857
29,-0.0535794096512,NTR,0.0442365833333
30,0.776465808291,NEG,-0.249332688235
31,-0.383756364226,NTR,-0.0641588785714
32,0.927945984512,POS,-0.553661087647
33,-0.781971058252,POS,-0.0172891291667
34,-0.954559985079,NEG,-0.104601136111
35,0.975940867889,NEG,0.100718025
36,0.306165779418,POS,0.05725834375
37,0.373666886678,NTR,0.055985623
38,0.941927261743,NEG,-0.175665025
39,0.999888718588,POS,-0.321744633333
40,-0.87807107793,NEG,-0.257182970588
41,0.823688431805,POS,-0.226577221429
42,-0.637837948558,NTR,-0.114933577273
43,-0.997256510987,NEG,-0.0263535
44,0.0871212282065,NTR,0.089520065625
45,-0.394435518608,NTR,0.175577325
46,0.233343950538,POS,-0.04075091875
47,0.776465808291,NEG,-0.249332688235
48,0.30422269768,POS,-0.199539315
49,-0.0482799172683,NTR,0.166407
50,0.905563392245,NEG,-0.140593
51,-0.967278795353,NTR,-0.557149026667
52,0.528786212664,NEG,-0.1218925
53,0.496676000739,POS,-0.334831666667
54,0.865299143979,POS,-0.23438635
55,0.153623041497,NTR,0.0420928166667
56,0.0871212282065,NTR,0.089520103125
57,0.363996683661,NTR,-0.107330019231
58,0.265796834348,NTR,-0.12114245
59,0.344774160681,POS,-0.1261559375
60,0.951176974664,POS,0.0311943
61,-0.383756364226,NTR,-0.0641588785714
62,-0.629970862198,NEG,-0.391525572619
63,-0.997049715069,POS,-0.157458966667
64,0.124771579678,NTR,-0.155439998333
65,-0.851377668051,NEG,-0.335578692308
66,0.608657469912,POS,0.132967967188
67,-0.810257766616,NTR,-0.0588558636364
68,0.142204465929,NTR,0.0647569708333
69,-0.958552138057,NEG,-0.113424620588
70,-0.997049715069,POS,-0.157458966667
71,-0.756114952604,NEG,-0.032704825
72,-0.974169778518,POS,-0.405651482143
73,0.997274385336,POS,-0.253063932353
74,0.79656807993,NTR,-0.389786
75,0.608657469912,POS,0.132968029687
76,0.306165779418,POS,0.05725834375
77,-0.658285418735,NTR,-0.456815853571
78,0.744051573277,POS,-0.0228355285714
79,0.0658026795483,NTR,0.0632685
80,-0.0590960957305,NTR,-0.00964643375
81,-0.0864382983287,NTR,0.445512
82,-0.781971058252,POS,-0.0172891708333
83,0.975940867889,NEG,0.100718025
84,-0.0482799172683,NTR,0.166407
85,0.201276827201,POS,-0.0303550769231
86,-0.309078151118,POS,-0.2596243
87,0.70530703465,NTR,0.0889348307692
88,0.257425895602,NTR,-0.0843068208333
89,0.589986106197,NTR,-0.336817630094
90,-0.855328453786,POS,0.0598173
91,0.14623219466,NTR,0.08597859375
92,-0.0966373384203,POS,-0.137756182692
93,0.144266175446,POS,-0.2009965
94,0.760307747895,POS,-0.0470528096667
95,-0.781971058252,POS,-0.0172891291667
96,0.127873719634,NTR,-0.0272758233333
97,0.910259544894,POS,0.508049
